model,expr,regime,vol_target,multiplicity,n_months,mean_ann_pct,sharpe,t,p,by_pass,aux_tested,aux_pass,full_survivor,alpha6_t
gpt-4o-2024-08-06,+1*AnalystRevision + -1*ConsRecomm + +0.5*EarningsStreak,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BrandInvest + -0.5*ChInv + +1*RDAbility,NONE,false,1,11,-19.434,-1.372,-1.314,0.89085,false,1,0,false,
gpt-4o-2024-08-06,+0.5*DelCOL + -0.5*EarningsSurprise + -1*Illiquidity,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-13.844,-1.142,-1.093,0.85002,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BrandInvest + +0.5*IntanEP + +1*OperProf,MKT_TRAILING_12M_UP,true,1,11,-3.844,-0.362,-0.346,0.63179,false,0,0,false,
gpt-4o-2024-08-06,+1*CashProd + -0.5*ChInv + +0.5*Mom12m,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*BetaTailRisk + +0.5*DivInit + -0.5*RealizedVol,VIX_BELOW_TRAILING_MEDIAN,false,1,11,14.593,0.821,0.786,0.22493,false,1,1,false,
gpt-4o-2024-08-06,+1*AOP + -0.5*CompositeDebtIssuance + +0.5*NetDebtFinance,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*BetaLiquidityPS + -0.5*DelNetFin + +0.5*GrSaleToGrInv,TERM_SPREAD_NEGATIVE,false,1,11,22.319,2.514,2.407,0.01844,false,0,0,false,
gpt-4o-2024-08-06,+1*EarningsForecastDisparity + -0.5*EquityDuration + +0.5*InvestPPEInv,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,3.491,1.044,1.0,0.17045,false,1,0,false,
gpt-4o-2024-08-06,+0.5*AdExp + +1*EarningsConsistency + -0.5*ExclExp,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChAssetTurnover + -0.5*GrSaleToGrOverhead,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*IntanBM + +0.5*IntanCFP,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-8.72,-0.752,-0.72,0.75603,false,0,0,false,
gpt-4o-2024-08-06,-0.5*DebtIssuance + +0.5*NetEquityFinance,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*iomom_cust + +0.5*iomom_supp,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,7.689,1.044,1.0,0.17045,false,1,0,false,
gpt-4o-2024-08-06,+1*RD + +0.5*SurpriseRD,NONE,false,1,11,-23.082,-1.019,-0.976,0.82398,false,0,0,false,
gpt-4o-2024-08-06,-0.5*BidAskSpread + +0.5*ChNWC,MKT_TRAILING_12M_UP,true,1,11,0.238,0.026,0.025,0.49041,false,1,0,false,
gpt-4o-2024-08-06,+0.5*AOP + +0.5*ChangeInRecommendation,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,0.246,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CashProd + +0.5*IntMom,MKT_TRAILING_12M_UP,true,1,11,22.597,2.515,2.408,0.01841,false,0,0,false,
gpt-4o-2024-08-06,+1*RDAbility + -0.5*VolSD,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-18.502,-0.95,-0.91,0.80776,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AssetGrowth + +1*PS,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,-0.5*ChTax + +1*OPLeverage,TERM_SPREAD_NEGATIVE,true,1,11,-15.147,-1.131,-1.083,0.84781,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AbnormalAccruals + +1*ResidualMomentum,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*BookLeverage + -1*ChEQ,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,1.807,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BrandInvest + +1*GrAdExp,MKT_TRAILING_12M_UP,false,1,11,14.375,1.153,1.104,0.14766,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarnSupBig + +0.5*EarningsConsistency,VIX_BELOW_TRAILING_MEDIAN,false,1,11,5.58,1.519,1.454,0.08828,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CredRatDG + -0.5*PayoutYield,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsSurprise + +0.5*Illiquidity,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,0.324,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+1*AOP + -0.5*CustomerMomentum,MKT_TRAILING_12M_UP,true,1,11,2.441,0.192,0.184,0.42898,false,1,0,false,
gpt-4o-2024-08-06,-0.5*InvestPPEInv + +0.5*RD,TERM_SPREAD_NEGATIVE,false,1,11,-9.201,-0.893,-0.855,0.79379,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BetaLiquidityPS + +1*DebtIssuance,VIX_BELOW_TRAILING_MEDIAN,true,1,11,13.022,0.992,0.95,0.18236,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsConsistency + +1*ShareVol,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*OPLeverage + +0.5*ReturnSkew,NONE,false,1,11,6.014,0.661,0.633,0.27058,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AnalystRevision + +0.5*Leverage,TERM_SPREAD_NEGATIVE,false,1,11,-4.108,-0.584,-0.56,0.70593,false,0,0,false,
gpt-4o-2024-08-06,+1*AssetGrowth + +1*OperProf,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-7.9,-0.703,-0.674,0.74206,false,0,0,false,
gpt-4o-2024-08-06,-0.5*BetaTailRisk + -1*Illiquidity,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-3.006,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+1*BM + +0.5*RD,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-1*CredRatDG + -0.5*EarningsForecastDisparity,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChAssetTurnover + +1*Mom6m,NONE,true,1,11,1.648,0.15,0.144,0.44423,false,1,1,false,
gpt-4o-2024-08-06,+1*Cash + -0.5*DebtIssuance,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-12.491,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+1*AnalystRevision + -1*AssetGrowth,NONE,true,1,11,13.913,1.502,1.438,0.09055,false,1,1,false,
gpt-4o-2024-08-06,+0.5*OrgCap + +0.5*SurpriseRD,MKT_TRAILING_12M_UP,false,1,11,0.731,0.127,0.122,0.45269,false,0,0,false,
gpt-4o-2024-08-06,-0.5*DebtIssuance + +0.5*IntanBM,TERM_SPREAD_NEGATIVE,true,1,11,-9.71,-0.627,-0.601,0.71931,false,1,0,false,
gpt-4o-2024-08-06,-0.5*BidAskSpread + +1*UpRecomm,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-1.223,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,-0.5*DivOmit + +0.5*RealizedVol,NONE,true,1,11,-13.64,-1.46,-1.398,0.90377,false,0,0,false,
gpt-4o-2024-08-06,-0.5*DolVol + +0.5*EarningsForecastDisparity,NONE,false,1,11,4.458,0.583,0.558,0.29451,false,1,0,false,
gpt-4o-2024-08-06,+0.5*BrandInvest + +0.5*ResidualMomentum,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CF + -0.5*Cash + +1*Illiquidity,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BookLeverage + -0.5*DebtIssuance + +1*OperProf,TERM_SPREAD_NEGATIVE,false,1,11,-1.94,-0.204,-0.196,0.57564,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AOP + -0.5*AnalystRevision + +1*AnnouncementReturn,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-3.945,-1.044,-1.0,0.82955,false,1,0,false,
gpt-4o-2024-08-06,+0.5*BM + +1*IntanEP + -0.5*RD,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*OrderBacklog + +0.5*iomom_cust + +1*iomom_supp,NONE,false,1,11,15.548,0.641,0.614,0.27658,false,1,0,false,
gpt-4o-2024-08-06,-0.5*GrSaleToGrOverhead + +0.5*IndMom + +1*Investment,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*EarningsSurprise + -1*Illiquidity,VIX_BELOW_TRAILING_MEDIAN,false,1,11,9.995,0.804,0.77,0.22959,false,1,1,false,
gpt-4o-2024-08-06,+1*AssetGrowth + +0.5*BookLeverage,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChInvIA + +1*RD,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,1.703,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,-0.5*CompEquIss + +0.5*CustomerMomentum,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*CredRatDG + +0.5*IndMom,TERM_SPREAD_NEGATIVE,true,1,11,8.997,0.749,0.717,0.24488,false,1,1,false,
gpt-4o-2024-08-06,+1*CompositeDebtIssuance + +0.5*EarningsConsistency,NONE,false,1,11,3.583,0.603,0.577,0.28833,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Accruals + +1*EarningsConsistency + +0.5*TotalAccruals,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*DolVol + -0.5*Illiquidity + +1*Mom12m,MKT_TRAILING_12M_UP,false,1,11,26.743,0.871,0.834,0.21178,false,0,0,false,
gpt-4o-2024-08-06,+1*CF + +0.5*Cash + -0.5*NetDebtPrice,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-5.963,-1.044,-1.0,0.82955,false,1,0,false,
gpt-4o-2024-08-06,-0.5*ChAssetTurnover + +0.5*GrSaleToGrOverhead + +1*OperProf,TERM_SPREAD_NEGATIVE,false,1,11,9.028,1.292,1.237,0.12217,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AOP + -0.5*AnalystRevision + +1*Leverage,MKT_TRAILING_12M_UP,true,1,11,-1.794,-0.212,-0.203,0.5784,false,0,0,false,
gpt-4o-2024-08-06,-0.5*AdExp + +1*BrandInvest + +0.5*SP,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-6.141,-0.301,-0.288,0.61036,false,0,0,false,
gpt-4o-2024-08-06,+1*AssetGrowth + -0.5*DelCOL + +0.5*DelLTI,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+1*Illiquidity + -1*VolMkt,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-10.451,-0.611,-0.585,0.71409,false,1,0,false,
gpt-4o-2024-08-06,+1*DelBreadth + -0.5*IO_ShortInterest + -0.5*Recomm_ShortInterest,MKT_TRAILING_12M_UP,false,1,11,-51.688,-1.1,-1.053,0.84154,false,0,0,false,
gpt-4o-2024-08-06,+1*AssetGrowth + -1*DebtIssuance,TERM_SPREAD_NEGATIVE,true,1,11,-7.07,-0.61,-0.584,0.7139,false,0,0,false,
gpt-4o-2024-08-06,-0.5*MRreversal + +1*ResidualMomentum + +0.5*STreversal,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+1*OperProf + -1*VarCF,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-2.368,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+1*GrSaleToGrInv + +1*GrSaleToGrOverhead,NONE,true,1,11,16.508,1.641,1.572,0.07356,false,1,1,false,
gpt-4o-2024-08-06,+1*EarningsSurprise + -1*RealizedVol,VIX_BELOW_TRAILING_MEDIAN,false,1,11,32.323,1.184,1.133,0.14176,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ForecastDispersion + +0.5*Mom12m,MKT_TRAILING_12M_UP,true,1,11,8.613,0.523,0.5,0.31382,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AOP + +1*CashProd,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsSurprise + +1*RD,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-11.549,-0.677,-0.649,0.73438,false,1,0,false,
gpt-4o-2024-08-06,-0.5*AssetGrowth + +1*EarningsConsistency,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,1.221,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*DivInit + +1*OrgCap,TERM_SPREAD_NEGATIVE,true,1,11,7.198,0.532,0.51,0.31067,false,0,0,false,
gpt-4o-2024-08-06,+0.5*DebtIssuance + +1*ReturnSkew,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AnalystRevision + +1*Coskewness,VIX_BELOW_TRAILING_MEDIAN,true,1,11,40.77,2.113,2.023,0.03529,false,0,0,false,
gpt-4o-2024-08-06,+1*IntanEP + +0.5*OPLeverage,TERM_SPREAD_NEGATIVE,false,1,11,-6.274,-0.633,-0.606,0.72098,false,1,0,false,
gpt-4o-2024-08-06,+0.5*BetaLiquidityPS + +1*BidAskSpread + -0.5*Illiquidity,VIX_BELOW_TRAILING_MEDIAN,true,1,11,2.341,0.18,0.172,0.43339,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AnalystRevision + -1*BM + +0.5*GrSaleToGrOverhead,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*MRreversal + -0.5*Mom12m + +1*MomOffSeason,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*ChAssetTurnover + -0.5*ChTax + +0.5*OperProf,TERM_SPREAD_NEGATIVE,false,1,11,-5.915,-0.857,-0.821,0.78448,false,1,0,false,
gpt-4o-2024-08-06,+0.5*DebtIssuance + +1*NetDebtFinance + -1*NetEquityFinance,NONE,true,1,11,-0.014,-0.002,-0.002,0.50062,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AbnormalAccruals + +0.5*RDcap,TERM_SPREAD_NEGATIVE,true,1,11,-10.111,-0.675,-0.647,0.7338,false,0,0,false,
gpt-4o-2024-08-06,+0.5*Herf + +0.5*RealizedVol,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-21.213,-1.473,-1.41,0.90558,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CompositeDebtIssuance + -0.5*DivYieldST,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CashProd + +0.5*betaVIX,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,0.67,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AOP + +0.5*ChNNCOA,MKT_TRAILING_12M_UP,false,1,11,-4.161,-1.142,-1.093,0.84997,false,0,0,false,
gpt-4o-2024-08-06,+1*ChInvIA + -0.5*DelCOL,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BetaLiquidityPS + +0.5*EarningsSurprise,VIX_BELOW_TRAILING_MEDIAN,false,1,11,15.92,2.788,2.669,0.01176,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChAssetTurnover + +1*RD,MKT_TRAILING_12M_UP,true,1,11,-14.043,-1.055,-1.01,0.83188,false,0,0,false,
gpt-4o-2024-08-06,+1*IntMom + +0.5*Leverage,VIX_BELOW_TRAILING_MEDIAN,false,1,11,57.927,2.185,2.092,0.03147,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AOP + +1*EarningsConsistency,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*ChangeInRecommendation + -1*IO_ShortInterest,VIX_ABOVE_TRAILING_MEDIAN,false,1,11,-27.622,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CompEquIss + +0.5*DelNetFin,TERM_SPREAD_NEGATIVE,true,1,11,12.033,1.096,1.05,0.15927,false,0,0,false,
gpt-4o-2024-08-06,+1*CashProd + +0.5*ChInvIA,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-1.888,-0.167,-0.16,0.56203,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AbnormalAccruals + +1*ForecastDispersion,NONE,true,1,11,-8.781,-1.324,-1.268,0.88316,false,1,0,false,
gpt-4o-2024-08-06,+0.5*BrandInvest + +1*Cash,MKT_TRAILING_12M_UP,true,1,11,-4.32,-0.411,-0.394,0.64893,false,0,0,false,
gpt-4o-2024-08-06,+1*AnalystRevision + +0.5*ChInv,TERM_SPREAD_NEGATIVE,true,1,11,19.063,1.065,1.019,0.16601,false,0,0,false,
gpt-4o-2024-08-06,+0.5*DelDRC + +1*Mom6m,VIX_BELOW_TRAILING_MEDIAN,true,1,11,3.306,0.151,0.145,0.44383,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Leverage + +1*OperProf,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+1*AssetGrowth + -1*CompEquIss,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,0.478,1.044,1.0,0.17045,false,0,0,false,
gpt-4o-2024-08-06,+0.5*Mom12m + +1*OperProfRD,VIX_BELOW_TRAILING_MEDIAN,false,1,11,39.793,2.166,2.074,0.03241,false,0,0,false,
gpt-4o-2024-08-06,+0.5*OrgCap + +1*RD,MKT_TRAILING_12M_DOWN,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+1*CompositeDebtIssuance + -0.5*NetEquityFinance,MKT_TRAILING_12M_UP,false,1,11,-8.107,-1.503,-1.439,0.90971,false,0,0,false,
gpt-4o-2024-08-06,+0.5*EarningsConsistency + +1*OperProfRD + -0.5*RealizedVol,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-3.151,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+1*Cash + -0.5*Leverage + +0.5*NetDebtFinance,TERM_SPREAD_NEGATIVE,false,1,11,-1.194,-0.037,-0.035,0.51371,false,1,0,false,
gpt-4o-2024-08-06,+1*AdExp + +0.5*CustomerMomentum + -0.5*IntanSP,VIX_BELOW_TRAILING_MEDIAN,true,1,11,-3.67,-0.182,-0.174,0.56736,false,0,0,false,
gpt-4o-2024-08-06,+1*ChInv + -0.5*DelFINL + +0.5*GrSaleToGrInv,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*CompositeDebtIssuance + +1*EquityDuration + -0.5*NetEquityFinance,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+0.5*DelCOL + +1*Leverage + -0.5*iomom_supp,VIX_BELOW_TRAILING_MEDIAN,false,1,11,-0.9,-0.063,-0.06,0.52341,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BrandInvest + +1*IntanBM + -0.5*SP,NONE,true,1,11,-14.668,-1.559,-1.493,0.91681,false,1,0,false,
gpt-4o-2024-08-06,-0.5*BidAskSpread + +1*Illiquidity + +0.5*VolumeTrend,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-2.103,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+1*MeanRankRevGrowth + -1*RealizedVol,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,1,0,false,
gpt-4o-2024-08-06,+1*AnalystValue + -0.5*AnnouncementReturn,MKT_TRAILING_12M_UP,false,1,11,-3.586,-0.21,-0.201,0.5777,false,0,0,false,
gpt-4o-2024-08-06,-0.5*Investment + +1*OperProf,TERM_SPREAD_NEGATIVE,true,1,11,-2.48,-0.279,-0.267,0.60255,false,0,0,false,
gpt-4o-2024-08-06,-0.5*BookLeverage + +1*CompositeDebtIssuance,NONE,true,1,11,1.168,0.164,0.157,0.43928,false,1,0,false,
gpt-4o-2024-08-06,+1*Spinoff + +0.5*realestate,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*BidAskSpread + +1*EarningsSurprise + -0.5*Illiquidity,VIX_BELOW_TRAILING_MEDIAN,true,1,11,10.733,0.56,0.536,0.30188,false,0,0,false,
gpt-4o-2024-08-06,+1*ChAssetTurnover + +0.5*GrSaleToGrInv + -0.5*Investment,TERM_SPREAD_POSITIVE,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+1*AOP + +0.5*AnalystRevision + -0.5*RealizedVol,MKT_TRAILING_12M_UP,true,1,11,18.086,1.798,1.721,0.05796,false,0,0,false,
gpt-4o-2024-08-06,-0.5*BookLeverage + +0.5*DebtIssuance + +1*OperProf,TERM_SPREAD_NEGATIVE,false,1,11,1.055,0.138,0.132,0.4489,false,0,0,false,
gpt-4o-2024-08-06,+0.5*AnalystValue + -0.5*Beta + +1*RD,VIX_ABOVE_TRAILING_MEDIAN,true,1,11,-3.709,-1.044,-1.0,0.82955,false,0,0,false,
gpt-4o-2024-08-06,+1*CF + +0.5*Mom12mOffSeason + -0.5*STreversal,MKT_TRAILING_12M_DOWN,false,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,+0.5*IndMom + +1*OperProfRD + -0.5*VolSD,TERM_SPREAD_POSITIVE,true,1,11,0.0,0.0,0.0,0.5,false,0,0,false,
gpt-4o-2024-08-06,-0.5*IdioVol3F + +1*NetPayoutYield + +0.5*UpRecomm,VIX_BELOW_TRAILING_MEDIAN,false,1,11,13.352,1.185,1.134,0.14158,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*Beta + +1*Mom6m,NONE,true,1,9,2.395,0.162,0.14,0.44591,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + +0.5*OperProf,NONE,true,2,9,-3.632,-0.936,-0.81,0.77937,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + +0.5*Investment,NONE,true,1,9,7.081,0.826,0.715,0.24748,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom12m + -0.5*STreversal,NONE,true,1,9,4.297,0.422,0.366,0.36198,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*DivYieldST + +1*PS,NONE,true,1,9,10.739,1.06,0.918,0.19279,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*Illiquidity + +1*Size,NONE,true,1,9,-1.106,-0.076,-0.066,0.52558,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BMdec + +0.5*Mom6m,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-1.68,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Beta + +1*GrSaleToGrInv,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Accruals + -1*BM,NONE,true,2,9,-3.678,-0.755,-0.653,0.7341,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BM + +1*RD,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,2.117,1.155,1.0,0.1733,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IdioVolAHT + -1*Mom12m,NONE,false,1,9,-17.789,-0.37,-0.321,0.62167,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BookLeverage + +1*OPLeverage,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BM + +1*roaq,NONE,false,1,9,46.393,2.731,2.365,0.0228,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVolAHT + +1*RDAbility,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,8.58,1.155,1.0,0.1733,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BM + +1*IntanBM,NONE,false,1,9,-1.407,-0.139,-0.12,0.54626,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BookLeverage + +1*DivYieldST,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BM + +1*OPLeverage,MKT_TRAILING_12M_UP,true,1,9,-5.769,-0.984,-0.853,0.79065,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IdioVol3F + +1*RD,VIX_BELOW_TRAILING_MEDIAN,false,1,9,-23.003,-1.642,-1.422,0.9036,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Leverage + +1*tang,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*AOP + -1*ShortInterest,NONE,false,1,9,-26.546,-1.398,-1.211,0.86969,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*OperProf + +1*PayoutYield,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,-5.724,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BPEBM + +1*IntanBM,TERM_SPREAD_NEGATIVE,false,1,9,1.449,0.135,0.117,0.45495,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsConsistency + -1*IdioVolAHT,NONE,true,1,9,3.508,0.322,0.279,0.39377,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*CustomerMomentum + -1*Illiquidity,VIX_BELOW_TRAILING_MEDIAN,false,1,9,4.784,0.421,0.364,0.3625,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*Mom12m + +0.5*PS,NONE,true,2,9,9.711,0.972,0.842,0.21221,false,0,0,false,
